,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,day
1439,Pakistan,1576962,23,30643,0.0,1538689,0,7630,13,6872,134,30570862,133213,229488994,Asia,2023-02-28
1440,Norway,1479032,53,5112,0.0,1473216,13,704,20,268360,928,11002430,1996315,5511370,Europe,2023-02-28
1441,Finland,1462169,0,8892,0.0,1451778,76,1499,21,263219,1601,12047792,2168835,5554960,Europe,2023-02-28
1442,Kazakhstan,1407823,0,13846,0.0,1383020,0,10957,24,73305,721,11575012,602707,19205043,Asia,2023-02-28
1443,Slovenia,1328222,585,7071,0.0,1317265,379,3886,6,639172,3403,2837248,1365352,2078034,Europe,2023-02-28
1444,Lithuania,1304750,618,9587,1.0,1289339,383,5824,5,490193,3602,10376092,3898283,2661708,Europe,2023-02-28
1445,Bulgaria,1296853,80,38217,1.0,1255662,49,2974,27,189471,5584,11055587,1615228,6844597,Europe,2023-02-28
1446,Morocco,1272454,8,16296,0.0,1256091,8,67,3,33687,431,12983320,343722,37772756,Africa,2023-02-28
1447,Croatia,1268992,0,17971,0.0,1250549,0,472,10,312615,4427,5503682,1355825,4059286,Europe,2023-02-28
1448,Guatemala,1236406,410,20173,4.0,1215077,420,1156,5,66531,1086,6925325,372649,18584039,North America,2023-02-28
1449,Lebanon,1231840,0,10828,0.0,1087587,0,133425,74,184273,1620,4795578,717380,6684849,Asia,2023-02-28
1450,Costa Rica,1199055,0,9214,0.0,860711,0,329130,52,231373,1778,4659757,899158,5182354,North America,2023-02-28
1451,Bolivia,1193009,76,22365,0.0,1157640,322,13004,220,99478,1865,2705422,225590,11992656,South America,2023-02-28
1452,Tunisia,1150962,169,29331,1.0,0,0,0,44,95542,2435,5002248,415240,12046656,Africa,2023-02-28
1453,Cuba,1112598,5,8530,0.0,1103977,6,91,0,98411,754,14317478,1266400,11305652,North America,2023-02-28
1454,Ecuador,1056578,0,36008,0.0,1020570,0,0,759,58331,1988,3082403,170173,18113361,South America,2023-02-28
1455,UAE,1051998,68,2349,0.0,1035173,99,14476,0,104346,233,199223391,19760726,10081785,Asia,2023-02-28
1456,Uruguay,1034303,0,7617,0.0,1026186,0,500,18,295852,2179,6114822,1749083,3496016,South America,2023-02-28
1457,Panama,1031273,0,8604,0.0,1022299,0,370,16,231905,1935,7532271,1693801,4446964,North America,2023-02-28
1458,Mongolia,1007896,0,2179,0.0,1005711,2,6,192,298364,645,4030048,1193000,3378078,Asia,2023-02-28
1459,Nepal,1001145,2,12020,0.0,989117,2,8,0,33122,398,6013280,198947,30225582,Asia,2023-02-28
1460,Belarus,994037,0,7118,0.0,985592,0,1327,0,105381,755,13646641,1446722,9432800,Europe,2023-02-28
1461,Latvia,975999,22,6241,2.0,969435,33,323,13,527899,3376,7864578,4253797,1848837,Europe,2023-02-28
1462,Saudi Arabia,829478,90,9615,0.0,816729,44,3134,34,23141,268,45144125,1259429,35844909,Asia,2023-02-28
1463,Azerbaijan,828548,36,10119,2.0,818281,43,148,0,80440,982,7524850,730553,10300205,Asia,2023-02-28
1464,Paraguay,808327,0,19870,0.0,0,0,0,7,110641,2720,2657506,363751,7305843,South America,2023-02-28
1465,Bahrain,707480,375,1548,0.0,706013,0,-81,6,396573,868,10737695,6018945,1783983,Asia,2023-02-28
1466,Sri Lanka,672030,1,16830,0.0,655198,1,2,0,31147,780,6486117,300619,21575842,Asia,2023-02-28
1467,Kuwait,663456,0,2570,0.0,660237,0,649,0,151463,587,8455743,1930391,4380326,Asia,2023-02-28
1468,Dominican Republic,660533,0,4384,0.0,644785,0,11364,4,59742,397,3740928,338350,11056370,North America,2023-02-28
1469,Cyprus,649093,0,1305,0.0,642855,0,4933,60,530570,1067,9640118,7879860,1223387,Asia,2023-02-28
1470,Myanmar,633918,4,19490,0.0,614399,1,29,0,11478,353,10053350,182036,55227143,Asia,2023-02-28
1471,Palestine,621008,0,5404,0.0,615445,0,159,17,116173,1011,3078533,575907,5345541,Asia,2023-02-28
1472,Estonia,615119,271,2940,6.0,524990,0,87189,3,465326,2224,3675293,2780290,1321910,Europe,2023-02-28
1473,Moldova,603750,0,11974,0.0,504142,0,87634,49,150442,2984,3216305,801437,4013171,Europe,2023-02-28
1474,Venezuela,551981,0,5853,0.0,545871,0,257,36,18860,200,3359014,114771,29266991,South America,2023-02-28
1475,Egypt,515698,0,24613,0.0,442182,0,48903,122,4858,232,3693367,34792,106156692,Africa,2023-02-28
1476,Libya,507174,0,6437,0.0,500734,0,3,0,72034,914,2483676,352758,7040745,Africa,2023-02-28
1477,Ethiopia,499986,12,7572,0.0,487246,10,5168,1,4139,63,5488633,45431,120812698,Africa,2023-02-28
1478,Qatar,494056,0,686,0.0,493016,0,354,28,165795,230,4065369,1364257,2979915,Asia,2023-02-28
1479,Réunion,486588,0,921,0.0,418572,0,67095,10,535854,1014,1603660,1766027,908061,Africa,2023-02-28
1480,Honduras,472116,0,11111,0.0,0,0,0,105,46190,1087,1633222,159787,10221247,North America,2023-02-28
1481,Armenia,446819,0,8721,0.0,435162,0,2936,0,150345,2934,3242901,1091164,2971966,Asia,2023-02-28
1482,Bosnia and Herzegovina,401575,0,16278,0.0,379084,0,6213,0,123588,5010,1884721,580036,3249317,Europe,2023-02-28
1483,Oman,399449,0,4628,0.0,384669,0,10152,2,75028,869,25000000,4695724,5323993,Asia,2023-02-28
1484,North Macedonia,346852,0,9662,0.0,337068,0,122,0,166651,4642,2226216,1069626,2081304,Europe,2023-02-28
1485,Zambia,343012,48,4057,0.0,338660,15,295,0,17617,208,3934010,202053,19470234,Africa,2023-02-28
1486,Kenya,342912,0,5688,0.0,337198,0,26,1,6100,101,3967062,70569,56215221,Africa,2023-02-28
1487,Albania,334391,11,3596,0.0,329145,5,1650,0,116660,1255,1941032,677173,2866374,Europe,2023-02-28
1488,Botswana,329727,0,2801,0.0,326868,0,58,1,135070,1147,2026898,830300,2441162,Africa,2023-02-28
1489,Luxembourg,297757,0,1133,0.0,288991,0,7633,0,463528,1764,4412567,6869188,642371,Europe,2023-02-28
1490,Montenegro,288280,83,2804,0.0,284712,108,764,6,459081,4465,2716902,4326622,627950,Europe,2023-02-28
1491,Brunei,277992,0,225,0.0,243601,0,34166,0,624097,505,717784,1611437,445431,Asia,2023-02-28
1492,Algeria,271441,1,6881,0.0,182793,2,81767,0,5985,152,230861,5091,45350148,Africa,2023-02-28
1493,Nigeria,266593,0,3155,0.0,259850,0,3588,11,1230,15,5708974,26339,216746934,Africa,2023-02-28
1494,Zimbabwe,263921,0,5663,0.0,257205,0,1053,12,17214,369,2525756,164744,15331428,Africa,2023-02-28
1495,Uzbekistan,250932,0,1637,0.0,241486,0,7809,23,7298,48,1377915,40077,34382084,Asia,2023-02-28
1496,Mozambique,233098,0,2242,0.0,228805,0,2051,11,7044,68,1371127,41437,33089461,Africa,2023-02-28
1497,Martinique,229807,0,1098,0.0,0,0,0,12,614314,2935,828928,2215870,374087,North America,2023-02-28
1498,Laos,218015,0,758,0.0,0,0,0,0,29142,101,1233207,164845,7481023,Asia,2023-02-28
1499,Afghanistan,209322,16,7896,0.0,190858,48,10568,45,5136,194,1200420,29455,40754388,Asia,2023-02-28
1500,Iceland,209093,94,229,0.0,0,0,0,2,605377,663,1996384,5780036,345393,Europe,2023-02-28
1501,Kyrgyzstan,206633,0,2991,0.0,196406,0,7236,131,30711,445,1907195,283460,6728271,Asia,2023-02-28
1502,Guadeloupe,201852,0,1010,0.0,0,0,0,19,504890,2526,938039,2346306,399794,North America,2023-02-28
1503,El Salvador,201785,0,4230,0.0,179410,0,18145,8,30805,646,2610114,398467,6550389,North America,2023-02-28
1504,Trinidad and Tobago,189296,559,4347,8.0,184553,190,396,8,134578,3090,898169,638546,1406585,North America,2023-02-28
1505,Maldives,185732,0,311,0.0,163687,0,21734,25,343322,575,2213831,4092223,540985,Asia,2023-02-28
1506,Ghana,171172,0,1462,0.0,169697,0,13,2,5284,45,2529956,78096,32395450,Africa,2023-02-28
1507,Namibia,171156,35,4090,0.0,166776,87,290,0,64983,1553,1062663,403460,2633874,Africa,2023-02-28
1508,Uganda,170504,0,3630,0.0,100431,0,66443,3,3520,75,3012408,62198,48432863,Africa,2023-02-28
1509,Jamaica,154065,0,3500,0.0,102393,0,48172,0,51611,1172,1183986,396633,2985094,North America,2023-02-28
1510,Cambodia,138717,2,3056,0.0,135656,4,5,0,8080,178,3091420,180062,17168639,Asia,2023-02-28
1511,Rwanda,133180,0,1468,0.0,131634,0,78,0,9792,108,6021981,442778,13600464,Africa,2023-02-28
1512,Cameroon,124392,0,1965,0.0,122344,0,83,13,4457,70,1751774,62762,27911548,Africa,2023-02-28
1513,Malta,117477,0,827,0.0,116028,0,622,4,264568,1862,2117102,4767893,444033,Europe,2023-02-28
1514,Barbados,106645,0,575,0.0,106057,0,13,0,370266,1996,794426,2758203,288023,North America,2023-02-28
1515,Angola,105255,0,1933,0.0,103298,0,24,0,3005,55,1499795,42818,35027343,Africa,2023-02-28
1516,Channel Islands,101382,62,227,0.0,101029,54,126,0,574523,1286,1252808,7099551,176463,Europe,2023-02-28
1517,French Guiana,98041,0,420,0.0,11254,0,86367,6,312065,1337,651257,2072951,314169,South America,2023-02-28
1518,DRC,95646,0,1464,0.0,84282,0,9900,0,1004,15,846704,8890,95240792,Africa,2023-02-28
1519,Senegal,88917,0,1971,0.0,86938,0,8,0,5037,112,1146543,64946,17653671,Africa,2023-02-28
1520,Malawi,88681,0,2686,0.0,85542,0,453,67,4394,133,624784,30959,20180839,Africa,2023-02-28
1521,Ivory Coast,88197,12,834,0.0,87327,14,36,0,3179,30,1679087,60524,27742298,Africa,2023-02-28
1522,Suriname,82227,0,1400,0.0,0,0,0,0,137773,2346,240907,403644,596831,South America,2023-02-28
1523,New Caledonia,79881,5,314,0.0,79558,1,9,9,274585,1079,98964,340182,290915,Australia/Oceania,2023-02-28
1524,French Polynesia,77957,0,649,0.0,0,0,0,7,274338,2284,0,0,284164,Australia/Oceania,2023-02-28
1525,Eswatini,74199,0,1423,0.0,72726,0,50,0,62625,1201,1048704,885119,1184817,Africa,2023-02-28
1526,Guyana,73069,3,1298,0.0,71752,10,19,0,92021,1635,721841,909068,794045,South America,2023-02-28
1527,Belize,70757,0,688,0.0,70056,0,13,6,171661,1669,576016,1397453,412190,North America,2023-02-28
1528,Fiji,68889,0,883,0.0,66850,0,1156,0,75747,971,668445,734986,909466,Australia/Oceania,2023-02-28
1529,Madagascar,67865,0,1422,0.0,66433,0,10,0,2326,49,525461,18009,29178077,Africa,2023-02-28
1530,Sudan,63787,0,5011,0.0,58438,0,338,0,1387,109,562941,12240,45992020,Africa,2023-02-28
1531,Mauritania,63667,0,997,0.0,62439,0,231,0,12988,203,1009957,206030,4901981,Africa,2023-02-28
1532,Cabo Verde,63244,1,413,0.0,62771,1,60,23,111408,728,401622,707482,567678,Africa,2023-02-28
1533,Bhutan,62615,0,21,0.0,61564,0,1030,0,79467,27,2303734,2923739,787941,Asia,2023-02-28
1534,Syria,57467,0,3164,0.0,54303,0,0,0,2968,163,146269,7553,19364809,Asia,2023-02-28
1535,Burundi,53609,0,38,0.0,53569,0,2,0,4246,3,345742,27386,12624840,Africa,2023-02-28
1536,Seychelles,50665,0,172,0.0,50440,0,53,0,509575,1730,0,0,99426,Africa,2023-02-28
1537,Gabon,48981,0,306,0.0,48674,0,1,0,21008,131,1621909,695641,2331533,Africa,2023-02-28
1538,Andorra,47866,0,165,0.0,47563,0,138,14,617921,2130,249838,3225256,77463,Europe,2023-02-28
1539,Papua New Guinea,46792,0,670,0.0,43982,0,2140,7,5036,72,249149,26813,9292169,Australia/Oceania,2023-02-28
1540,Curaçao,45986,0,295,0.0,44720,0,971,3,277812,1782,496693,3000640,165529,North America,2023-02-28
1541,Aruba,44026,0,236,0.0,42438,0,1352,2,409129,2193,177885,1653068,107609,North America,2023-02-28
1542,Tanzania,42823,0,846,0.0,0,0,0,7,677,13,0,0,63298550,Africa,2023-02-28
1543,Mayotte,42004,0,188,0.0,0,0,0,0,146734,657,176919,618038,286259,Africa,2023-02-28
1544,Mauritius,41717,0,1043,0.0,40012,0,662,0,32726,818,358675,281374,1274727,Africa,2023-02-28
1545,Togo,39377,0,290,0.0,39074,0,13,0,4536,33,808297,93113,8680837,Africa,2023-02-28
1546,Guinea,38267,0,467,0.0,37757,0,43,8,2760,34,660107,47607,13865691,Africa,2023-02-28
1547,Isle of Man,38008,0,116,0.0,0,0,0,0,443335,1353,150753,1758422,85732,Europe,2023-02-28
1548,Bahamas,37491,0,833,0.0,36366,0,292,1,93607,2080,257839,643767,400516,North America,2023-02-28
1549,Lesotho,34790,0,723,0.0,25980,0,8087,0,15990,332,431221,198199,2175699,Africa,2023-02-28
1550,Faeroe Islands,34658,0,28,0.0,0,0,0,5,703959,569,778000,15802409,49233,Europe,2023-02-28
1551,Haiti,34143,0,860,0.0,33044,0,239,0,2923,74,132422,11337,11680283,North America,2023-02-28
1552,Mali,33018,16,743,0.0,32107,17,168,0,1538,35,795705,37055,21473764,Africa,2023-02-28
1553,Cayman Islands,31472,0,37,0.0,8553,0,22882,1,467797,550,222773,3311280,67277,North America,2023-02-28
1554,Saint Lucia,29882,0,409,0.0,29095,0,378,0,161426,2209,210983,1139752,185113,North America,2023-02-28
1555,Benin,27990,0,163,0.0,27825,0,2,0,2189,13,604310,47268,12784726,Africa,2023-02-28
1556,Somalia,27324,0,1361,0.0,13182,0,12781,0,1622,81,400466,23778,16841795,Africa,2023-02-28
1557,Congo,25375,0,386,0.0,24006,0,983,0,4377,67,347815,59991,5797805,Africa,2023-02-28
1558,Solomon Islands,24575,0,153,0.0,0,0,0,1,34077,212,0,0,721159,Australia/Oceania,2023-02-28
1559,Micronesia,23671,0,60,0.0,0,0,0,1,201474,511,54967,467848,117489,Australia/Oceania,2023-02-28
1560,San Marino,23536,0,122,0.0,23276,0,138,4,690509,3579,157634,4624732,34085,Europe,2023-02-28
1561,Timor-Leste,23418,0,138,0.0,23102,0,178,0,17101,101,278529,203391,1369429,Asia,2023-02-28
1562,Burkina Faso,22056,0,396,0.0,21596,0,64,0,998,18,248995,11265,22102838,Africa,2023-02-28
1563,Liechtenstein,21421,8,89,0.0,21294,1,38,3,558027,2318,112457,2929559,38387,Europe,2023-02-28
1564,Gibraltar,20423,0,111,0.0,16579,0,3733,0,605952,3293,534283,15852213,33704,Europe,2023-02-28
1565,Grenada,19680,0,238,0.0,19358,0,84,4,173430,2097,182981,1612523,113475,North America,2023-02-28
1566,Bermuda,18799,0,160,0.0,18632,0,7,0,303508,2583,1027337,16586270,61939,North America,2023-02-28
1567,Nicaragua,18491,0,225,0.0,4225,0,14041,0,2728,33,0,0,6779100,North America,2023-02-28
1568,South Sudan,18368,0,138,0.0,18115,0,115,1,1581,12,410280,35313,11618511,Africa,2023-02-28
1569,Tajikistan,17786,0,125,0.0,17264,0,397,0,1786,13,0,0,9957464,Asia,2023-02-28
1570,Equatorial Guinea,17229,0,183,0.0,16907,0,139,5,11512,122,365697,244342,1496662,Africa,2023-02-28
1571,Tonga,16801,0,13,0.0,15638,0,1150,0,155927,121,535009,4965327,107749,Australia/Oceania,2023-02-28
1572,Samoa,16607,0,29,0.0,1605,0,14973,0,82116,143,187397,926612,202239,Australia/Oceania,2023-02-28
1573,Monaco,16106,0,67,0.0,15992,0,47,4,404846,1684,78646,1976875,39783,Europe,2023-02-28
1574,Dominica,15760,0,74,0.0,15673,0,13,0,217848,1023,229344,3170187,72344,North America,2023-02-28
1575,Djibouti,15690,0,189,0.0,15427,0,74,0,15441,186,305941,301094,1016097,Africa,2023-02-28
1576,Marshall Islands,15598,0,17,0.0,15528,0,53,0,259720,283,0,0,60057,Australia/Oceania,2023-02-28
1577,CAR,15368,0,113,0.0,15200,0,55,2,3063,23,81294,16205,5016678,Africa,2023-02-28
1578,Gambia,12586,0,372,0.0,12189,0,25,0,4919,145,155686,60851,2558482,Africa,2023-02-28
1579,Saint Martin,12257,0,63,0.0,1399,0,10795,7,308507,1586,112382,2828643,39730,North America,2023-02-28
1580,Vanuatu,12014,0,14,0.0,11976,0,24,0,37330,44,24976,77606,321832,Australia/Oceania,2023-02-28
1581,Greenland,11971,0,21,0.0,2761,0,9189,4,210117,369,164926,2894810,56973,North America,2023-02-28
1582,Yemen,11945,0,2159,0.0,9124,0,662,23,383,69,329592,10579,31154867,Asia,2023-02-28
1583,Caribbean Netherlands,11672,0,38,0.0,10476,0,1158,0,438023,1426,30126,1130559,26647,North America,2023-02-28
1584,Sint Maarten,11016,0,91,0.0,10905,0,20,0,250557,2070,62056,1411454,43966,North America,2023-02-28
1585,Eritrea,10189,0,103,0.0,10086,0,0,0,2782,28,23693,6470,3662244,Africa,2023-02-28
1586,Niger,9931,0,312,0.0,8890,0,729,1,381,12,254538,9759,26083660,Africa,2023-02-28
1587,St. Vincent Grenadines,9589,0,123,0.0,9466,0,0,0,85961,1103,113703,1019292,111551,North America,2023-02-28
1588,Antigua and Barbuda,9106,0,146,0.0,8954,0,6,1,91509,1467,18901,189943,99509,North America,2023-02-28
1589,Comoros,8998,0,161,0.0,8837,0,0,0,9916,177,0,0,907419,Africa,2023-02-28
1590,Guinea-Bissau,8953,0,176,0.0,8660,0,117,6,4339,85,145231,70385,2063367,Africa,2023-02-28
1591,Liberia,8077,0,294,0.0,7768,0,15,2,1522,55,139824,26356,5305117,Africa,2023-02-28
1592,Sierra Leone,7760,0,126,0.0,0,0,0,0,934,15,259958,31296,8306436,Africa,2023-02-28
1593,Chad,7678,0,194,0.0,4874,0,2610,0,441,11,191341,10988,17413580,Africa,2023-02-28
1594,British Virgin Islands,7305,0,64,0.0,0,0,0,0,238757,2092,107339,3508269,30596,North America,2023-02-28
1595,Cook Islands,7025,0,2,0.0,7012,0,11,0,399806,114,19690,1120596,17571,Australia/Oceania,2023-02-28
1596,Saint Kitts and Nevis,6596,0,47,1.0,6547,1,2,0,122441,872,126931,2356203,53871,North America,2023-02-28
1597,Turks and Caicos,6551,0,38,0.0,6491,0,22,4,164842,956,611527,15387811,39741,North America,2023-02-28
1598,Sao Tome and Principe,6281,0,77,0.0,6204,0,0,0,27587,338,29036,127530,227679,Africa,2023-02-28
1599,Palau,5988,0,9,0.0,5976,0,3,0,328416,494,69136,3791806,18233,Australia/Oceania,2023-02-28
1600,St. Barth,5439,0,6,0.0,0,0,0,0,546908,603,78646,7908095,9945,North America,2023-02-28
1601,Nauru,5247,0,1,0.0,5075,0,171,0,481244,92,20509,1881042,10903,Australia/Oceania,2023-02-28
1602,Kiribati,5013,0,18,0.0,2703,0,2292,3,40618,146,0,0,123419,Australia/Oceania,2023-02-28
1603,Anguilla,3904,0,12,0.0,3879,0,13,4,256336,788,51382,3373736,15230,North America,2023-02-28
1604,Macao,3514,0,121,0.0,3387,0,6,0,5264,181,7850,11760,667490,Asia,2023-02-28
1605,Saint Pierre Miquelon,3452,0,2,0.0,2449,0,1001,1,599410,347,25400,4410488,5759,North America,2023-02-28
1606,Wallis and Futuna,3427,0,7,0.0,438,0,2982,0,312056,637,20508,1867419,10982,Australia/Oceania,2023-02-28
1607,Tuvalu,2805,0,0,0.0,0,0,2805,0,232471,0,0,0,12066,Australia/Oceania,2023-02-28
1608,Saint Helena,2166,0,0,0.0,2,0,2164,0,354211,0,0,0,6115,Africa,2023-02-28
1609,Falkland Islands,1930,0,0,0.0,1930,0,0,0,545352,0,8632,2439107,3539,South America,2023-02-28
1610,Montserrat,1403,0,8,0.0,1376,0,19,0,282578,1611,17762,3577442,4965,North America,2023-02-28
1611,Niue,788,0,0,0.0,776,0,12,0,485820,0,0,0,1622,Australia/Oceania,2023-02-28
1612,Diamond Princess,712,0,13,0.0,699,0,0,0,0,0,0,0,0,Do not know,2023-02-28
1613,Vatican City,29,0,0,0.0,29,0,0,0,36295,0,0,0,799,Europe,2023-02-28
1614,Western Sahara,10,0,1,0.0,9,0,0,0,16,2,0,0,626161,Africa,2023-02-28
1615,MS Zaandam,9,0,2,0.0,7,0,0,0,0,0,0,0,0,Do not know,2023-02-28
1616,Tokelau,5,0,0,0.0,0,0,5,0,3628,0,0,0,1378,Australia/Oceania,2023-02-28
